CO_CNES,CO_UNIDADE,CO_UF,CO_IBGE,NU_CNPJ_MANTENEDORA,NO_RAZAO_SOCIAL,NO_FANTASIA,CO_NATUREZA_ORGANIZACAO,DS_NATUREZA_ORGANIZACAO,TP_GESTAO,CO_NIVEL_HIERARQUIA,DS_NIVEL_HIERARQUIA,CO_ESFERA_ADMINISTRATIVA,DS_ESFERA_ADMINISTRATIVA,CO_ATIVIDADE,TP_UNIDADE,CO_CEP,NO_LOGRADOURO,NU_ENDERECO,NO_BAIRRO,NU_TELEFONE,NU_LATITUDE,NU_LONGITUDE,CO_TURNO_ATENDIMENTO,DS_TURNO_ATENDIMENTO,NU_CNPJ,NO_EMAIL,CO_NATUREZA_JUR,ST_CENTRO_CIRURGICO,ST_CENTRO_OBSTETRICO,ST_CENTRO_NEONATAL,ST_ATEND_HOSPITALAR,ST_SERVICO_APOIO,ST_ATEND_AMBULATORIAL,CO_MOTIVO_DESAB,CO_AMBULATORIAL_SUS,leitos
7368704,3554007368704,35,355400,,UNIMED DE TATUI COOPERATIVA DE TRABALHO MEDICO,HOSPITAL UNIMED TATUI JOSE FCO M DE ALMEIDA DR KIKO,,,M,,,M ,MUNICIPAL,4,5,18270240,RUA CORONEL LUCIO SEABRA,960,CENTRO,34511126,-23.35661742,-47.85644531,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",6037000470.0,,2143,1.0,0.0,1.0,1.0,1,1,,NAO,41
7371349,3551007371349,35,355100,46177523000109.0,MUNICIPIO DE SAO VICENTE,HOSPITAL DR OLAVO HORNEAUX DE MOURA SAO VICENTE,,,M,,,M ,MUNICIPAL,4,5,11349000,RUA ALFREDO SCHAMMAS,S/N,CJTO HUMAITA,1334061822,-23.949914,-46.45965,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,PSHUMAITA@SAUDESAOVICENTE.SP.GOV.BR,1244,0.0,0.0,0.0,0.0,1,1,,SIM,59
7373465,3548707373465,35,354870,46523239000147.0,PREFEITURA DO MUNICIPIO DE SAO BERNARDO DO CAMPO,HOSPITAL DE CLINICAS MUNICIPAL,,,M,,,M ,MUNICIPAL,4,5,9850550,ESTRADA DOS ALVARENGAS,1001,ALVARENGA,1143531500,-23.7477921,-46.5796461,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,maira.souza@cssbc.org.br,1244,1.0,0.0,0.0,1.0,1,1,,SIM,260
7420595,3543407420595,35,354340,56024581000156.0,MUNICIPIO DE RIBEIRAO PRETO,HOSPITAL MUNICIPAL FRANCISCO DE ASSIS RIBEIRAO PRETO,,,M,,,M ,MUNICIPAL,4,5,14030645,MANOEL EGYDIO DOS SANTOS,53,SOLAR BOA VISTA,16 39199999,-21.1848922,-47.8432911,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,hfa.coordenacao@hospitalsantalydia.com.br,1244,0.0,0.0,0.0,1.0,1,1,,NAO,31
7435568,3548707435568,35,354870,,PREVENT SENIOR PRIVATE OPERADORA DE SAUDE LTDA,HOSPITAL E PRONTO ATENDIMENTO SANCTA MAGGIORE,,,M,,,M ,MUNICIPAL,4,5,9611000,AVENIDA CAMINHO DO MAR,2645,RUDGE RAMOS,40859057,-23.6635812,-46.56979962,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",10934632001824.0,luciana.tamaoki@preventsenior.com.br,2062,1.0,0.0,0.0,1.0,1,1,,NAO,10
7473702,3530607473702,35,353060,46523270000188.0,PREFEITURA MUNICIPAL DE MOGI DAS CRUZES,HOSP MUN DE MOGI DAS CRUZES PREF WALDEMAR COSTA FILHO,,,M,,,M ,MUNICIPAL,4,5,8740320,RUA GUTTERMANN,577,BRAZ CUBAS,4791-7780,-23.5395523,-46.217966,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,hmmc@hmmcprosaude.org.br,1244,1.0,0.0,0.0,1.0,1,1,,SIM,57
7482450,3506007482450,35,350600,,HOSPITAL E MATERNIDADE SAO LUCAS,HOSPITAL E MATERNIDADE MARIA JOSE,,,M,,,M ,MUNICIPAL,4,5,17015321,RUA GUSTAVO MACIEL,1515,CENTRO,40093232,-22.3365073,-49.0670103,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",19125215000167.0,julianaalvares@hospitalmariajose.com.br,2062,1.0,0.0,0.0,1.0,1,1,4.0,NAO,0
7544529,3518707544529,35,351870,46374500000194.0,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,INST DE INFECT EMILIO RIBAS II BAIXADA SANTISTA,,,E,,,E ,ESTADUAL,4,5,11460202,RUA SAO MIGUEL,S/N,PAE CARA VIC CARVA,(13) 3308-2030,-23.99383938,-46.26523017,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",46374500024298.0,manoel.luz@emilioribasbs.org.br,1023,1.0,0.0,0.0,1.0,1,1,,SIM,39
7564902,3503207564902,35,350320,,HAPVIDA ASSISTENCIA MEDICA S A,HOSPITAL ARARAQUARA,,,M,,,M ,MUNICIPAL,4,5,14801150,JOSE BONIFACIO,569,CENTRO,85 40023633,-21.78986797,-48.177495,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",63554067040300.0,FISCAL@HAPVIDA.COM.BR,2054,0.0,1.0,1.0,1.0,1,1,,NAO,30
7573162,3525907573162,35,352590,46374500000194.0,SECRETARIA DE ESTADO DA SAUDE,HOSPITAL REGIONAL DE JUNDIAI,,,E,,,E ,ESTADUAL,3,5,13201046,RUA BENJAMIN CONSTANT,535,CENTRO,011 45274700,-23.18764755,-46.88396215,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",46374500024700.0,ti.hrj@irssl.org.br,1023,1.0,0.0,0.0,1.0,1,1,,SIM,140
7580770,3509007580770,35,350900,46374500000194.0,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,HOSPITAL ESTADUAL DE CAIEIRAS,,,E,,,E ,ESTADUAL,4,5,7700600,RUA FLAVIO AUGUSTO DE MORAES,100,CENTRO,11 44459000,-23.362116,-46.744101,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",46374500021191.0,chjcaieiras-adm@saude.sp.gov.br,1023,1.0,1.0,1.0,1.0,1,1,,SIM,22
7598211,3509507598211,35,350950,,HOSPITAL SANTA EDWIGES SA,HOSPITAL SANTA EDWIGES,,,M,,,M ,MUNICIPAL,4,5,13040145,AV SAO JOSE DOS CAMPOS,256,JD NOVA EUROPA,,-22.9346013,-47.0549803,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",2305232000183.0,ADRIANA@COOPERMECA.COM.BR,2054,1.0,0.0,0.0,1.0,1,1,6.0,NAO,0
7602227,3550307602227,35,355030,,MEJI ASSISTENCIA MEDICA LTDA,HOSPITAL SAINT PETER,,,M,,,M ,MUNICIPAL,4,5,4022002,RUA ESTADO DE ISRAEL,747,VILA CLEMENTINO,59048100,-23.5942953,-46.6469183,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",5555316000163.0,administracao@hospitalsaintpeter.com.br,2062,1.0,0.0,0.0,1.0,0,1,,NAO,55
7603274,3521707603274,35,352170,46634374000160.0,PREFEITURA MUNICIPAL DE ITABERA,HOSPITAL MUNICIPAL SAO JOSE,,,M,,,M ,MUNICIPAL,4,5,18440013,RUA JOSIAS CARDOSO,385,CENTRO,(15) 35621420,-23.85983871,-49.13712502,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,saude@itabera.sp.gov.br,1244,1.0,1.0,1.0,1.0,1,1,,SIM,12
7612990,3507507612990,35,350750,,UNIMED DE BOTUCATU COOPERATIVA DE TRABALHO MEDICO,HOSPITAL UNIMED BOTUCATU,,,M,,,M ,MUNICIPAL,4,5,18602111,PRACA DONA ISABEL ARRUDA,138,CENTRO,014 3112 0303,-22.887742,-48.44477,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",45425899000475.0,,2143,1.0,1.0,1.0,1.0,1,1,,NAO,72
7615280,3543407615280,35,354340,,CANTINHO DO CEU HOSPITAL DE RETAGUARDA,CANTINHO DO CEU RIBEIRAO PRETO,,,M,,,M ,MUNICIPAL,3,5,14060190,RUA RIO VERDE,357,VILA ALBERTINA,16 3622-0853,-21.1433482,-47.8119515,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",51820785000180.0,,3999,0.0,0.0,0.0,1.0,1,1,,NAO,1
7644167,3550307644167,35,355030,,REDE MORIAH SAUDE LTDA,HOSPITAL MORIAH,,,M,,,M ,MUNICIPAL,4,5,4083002,MOACI,974,PLANALTO PAULISTA,11 50807800,-23.6150554,-46.6602402,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",19056055000141.0,JURIDICO@HOSPITALMORIAH.COM.BR,2062,1.0,0.0,0.0,1.0,1,1,,NAO,36
7667965,3509007667965,35,350900,51722957000182.0,AMICO SAUDE LTDA,HOSPITAL DE CLINICAS UNIDADE AVANCADA CAIEIRAS,,,M,,,M ,MUNICIPAL,4,5,7700135,RUA AMBROSINA DO CARMO BUONAGUIDE,204,CENTRO,1144427400,-23.3620847,-46.7459412,4,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",51722957013080.0,,2054,0.0,0.0,0.0,0.0,1,0,,NAO,10
7676484,3550307676484,35,355030,,GERHOSP SERVICOS HOSPITALARES LTDA,HOSPITAL SANTA CLARA,,,M,,,M ,MUNICIPAL,4,5,3514000,JOAQUIM MARRA,138,VILA MATILDE,11 39874411,-23.53331068,-46.52738395,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",20973216000140.0,analista.qualidade@hospitalstaclara.com.br,2062,1.0,0.0,0.0,1.0,1,1,,NAO,358
7711980,3550307711980,35,355030,46392130000380.0,PREFEITURA DO MUNICIPIO DE SAO PAULO,HOSP MUN GILSON DE CASSIA MARQUES DE CARVALHO,,,M,,,M ,MUNICIPAL,4,5,4378200,AVENIDA SANTA CATARINA,2785,VILA MASCOTE,,-23.65718,-46.6538,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",46392148005774.0,thiago.correa@einstein.br,1031,1.0,0.0,0.0,1.0,1,1,,SIM,192
7726155,3510507726155,35,351050,,UNIMED SAO JOSE DOS CAMPOS COOPERATIVA DE TRABALHO MEDICO,SANTOS DUMONT HOSPITAL UNIDADE CARAGUATATUBA,,,M,,,M ,MUNICIPAL,4,5,11665030,RIO GRANDE DO SUL,1750,INDAIA,12 21394000,-23.637693,-45.424888,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",60214517002078.0,,2143,1.0,0.0,0.0,1.0,1,0,,NAO,0
7755333,3538007755333,35,353800,,UNIMED DE PINDAMONHANGABA COOPERATIVA DE TRABALHO MEDICO,HOSPITAL 10 DE JULHO,,,M,,,M ,MUNICIPAL,4,5,12421090,AVENIDA ARISTIDES JOAQUIM DE OLIVEIRA,115,SOCORRO,1236443400,-22.9463167,-45.4698428,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",47565155000996.0,diretoria.medica@unimedpinda.com.br,2143,1.0,1.0,1.0,1.0,1,1,,SIM,78
7780745,3502807780745,35,350280,,CMA CENTRO MEDICO DE ARACATUBA LTDA EPP,CENTRO MEDICO ARACATUBA HOSPITAL CENTRAL,,,M,,,M ,MUNICIPAL,4,5,16010330,RUA CONSELHEIRO OSCAR RODRIGUES ALVES,2,CENTRO,(18) 2103-4500,-21.20837893,-50.44089317,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",21106841000158.0,hospitalcentral.adm@gmail.com,2062,1.0,0.0,0.0,1.0,1,1,1.0,SIM,0
7822421,3537107822421,35,353710,46410775000136.0,PREFEITURA MUNICIPAL DE PEDREIRA,HOSPITAL E MATERNIDADE HUMBERTO PIVA,,,M,,,M ,MUNICIPAL,4,5,13927118,RUA HENRIQUETA RONDELLO CANESSO,161,VILA CANESSO,1938932046,-22.744839,-46.91805,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,smspedreira@gmail.com,1244,1.0,1.0,0.0,1.0,1,1,6.0,SIM,0
7838530,3530607838530,35,353060,,AMICO SAUDE LTDA,HOSPITAL E MATERNIDADE IPIRANGA,,,M,,,M ,MUNICIPAL,4,5,8730000,IPIRANGA,797,CENTRO,21 38051000,-23.52299178,-46.18789673,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",51722957014302.0,,2054,1.0,0.0,0.0,1.0,1,1,,NAO,73
7849184,3552507849184,35,355250,,HOSPITAL SANTA MARIA DE SUZANO S A,HOSPITAL SANTA MARIA DE SUZANO,,,M,,,M ,MUNICIPAL,4,5,8673000,ARMANDO SALLES DE OLIVEIRA,240,PARQUE SUZANO,11 47465150,-23.5352394,-46.3159203,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",23122790000183.0,acacio@acfcontadores.com.br,2054,1.0,1.0,1.0,1.0,1,1,,NAO,59
7864124,3507507864124,35,350750,46634101000115.0,PREFEITURA MUNICIPAL DE BOTUCATU,HOSPITAL DO BAIRRO,,,M,,,M ,MUNICIPAL,4,5,18609092,RUA PADRE SALUSTIO RODRIGUES MACHADO,31,VILA DOS LAVRADORES,014 3811-4950,-22.86557183,-48.44791445,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,,1244,1.0,0.0,0.0,1.0,1,1,,SIM,45
7894260,3518707894260,35,351870,,INSTITUTO NACIONAL DE TECNOLOGIA E SAUDE,HOSPITAL GUARUJA,,,M,,,M ,MUNICIPAL,4,5,11460002,AV SANTOS DUMONT,3651,SITIO PAECARA,1333841695,-23.96881063,-46.27884775,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",11344038003628.0,credenciamento@hospitalguaruja.com.br,3999,1.0,1.0,1.0,1.0,1,1,10.0,NAO,59
7899599,3518407899599,35,351840,394429005331.0,HOSPITAL ESCOLA DE ESPECIALIDADES DE AERONAUTICA,GRUPO DE SAUDE DE GUARATINGUETA,,,M,,,M ,MUNICIPAL,4,5,12510020,AVENIDA BRIGADEIRO ADHEMAR LYRIO,S/N,PEDREGULHO,,-22.8080266,-45.1942201,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,,1015,0.0,0.0,0.0,1.0,1,1,,NAO,11
7947984,3509707947984,35,350970,45699626000176.0,MUNICIPIO DE CAMPOS DO JORDAO,COMPLEXO MUNICIPAL DE SAUDE,,,M,,,M ,MUNICIPAL,4,5,12470298,RUA HARRY MAURITZ LEWIN,925,SANTA CRUZ,,-22.74242005,-45.62495072,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,,1244,1.0,1.0,1.0,1.0,1,1,,SIM,26
7965192,3543407965192,35,354340,,UNIMED DE RIBEIRAO PRETO COOPERATIVA DE TRABALHO MEDICO,HOSPITAL UNIMED RIBEIRAO PRETO,,,M,,,M ,MUNICIPAL,4,5,14029030,RUA ANGELO CHAGURI,105,CHACARAS OLHOS DAGUA,16 36052212,-21.225839,-47.81625508,4,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",45232246001956.0,CONTABILIDADE@UNIMEDRIBEIRAO.COM.BR,2143,1.0,0.0,0.0,1.0,1,1,,NAO,149
7980051,3503907980051,35,350390,,AMICO SAUDE LTDA,HOSPITAL IPIRANGA ARUJA,,,M,,,M ,MUNICIPAL,4,5,7401305,RUA MELVIN JONES,100,JARDIM MODELO,11 4652-7500,-23.3942747,-46.3213392,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",51722957015457.0,guilherme.kuusberg@hospitalipiranga.com.br,2054,1.0,1.0,1.0,1.0,1,1,,NAO,51
7992890,3550307992890,35,355030,46392130000380.0,PREFEITURA DO MUNICIPIO DE SAO PAULO,HOSP MUN CAPELA DO SOCORRO,,,M,,,M ,MUNICIPAL,4,5,4829310,RUA CASSIO DE CAMPOS NOGUEIRA,2031,JARDIM DAS IMBUIAS,5929-5960,-23.730753,-46.713639,4,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",,hm.capeladosocorro@saudedafamilia.org,1031,1.0,0.0,0.0,1.0,1,1,,SIM,72
8005877,3524308005877,35,352430,,HOSPITAL SAO MARCOS SA,HOSPITAL SAO MARCOS JABOTICABAL,,,M,,,M ,MUNICIPAL,4,5,14887900,AV ARISTIDES BELLODI,100,JD SAO MARCOS,(16)32091666,-21.26098103,-48.30518961,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",50385384000186.0,hsmarcos@netsite.com.br,2054,1.0,1.0,1.0,1.0,1,1,,SIM,42
8081603,3550308081603,35,355030,,ASSOCIACAO HOSPITALAR ZENNIT,ASSOCIACAO HOSPITALAR ZENNIT,,,M,,,M ,MUNICIPAL,4,5,4543011,AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK,1455,VILA NOVA CONCEICAO,,-23.5912733,-46.6831941,3,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,20012318000108.0,DIRETORIA.ASSOCIACAOZENNIT@GMAIL.COM,3999,0.0,0.0,0.0,0.0,1,1,,NAO,0
8098107,3513408098107,35,351340,46374500000194.0,SECRETARIA DE ESTADO DA SAUDE,HOSPITAL REGIONAL DO CIRCUITO DA FE E VALE HISTORICO,,,E,,,E ,ESTADUAL,4,5,12701000,NESRALIA RUBEZ,1780,VILA JUVENAL,1231973939,-22.5951629,-44.9789277,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",46374500029761.0,contrato.gestao.hrcfvh@isgsaude.org,1023,1.0,1.0,1.0,1.0,1,1,,NAO,0
8119821,3538708119821,35,353870,46341038000129.0,MUNICIPIO DE PIRACICABA,HOSPITAL MUNICIPAL DE PIRACICABA HMP,,,M,,,M ,MUNICIPAL,4,5,13420500,RIO GRANDE DO NORTE,113,VILA PRUDENTE,(19)3426-5853,-22.73911229,-47.62736623,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,hmp@piracicaba.sp.gov.br,1244,0.0,0.0,0.0,0.0,1,1,,SIM,0
9050337,3552509050337,35,355250,,HOSPITAL E MATERNIDADE SUZANCOR LTDA EPP,SUZANCOR,,,M,,,M ,MUNICIPAL,4,5,8674060,SEBASTIAO LUIZ,2,CENTRO,11 34092339,,,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",17982009000148.0,sandra.poador@hotmail.com,2062,1.0,0.0,0.0,1.0,1,1,4.0,NAO,0
9061819,3557009061819,35,355700,,HOSPMED SERVICOS MEDICOS EIRELI,HOSPITAL SANTO ANTONIO,,,M,,,M ,MUNICIPAL,4,5,18114345,AVENIDA SANTO ANTONIO,150,BARRA FUNDA,(15) 21010001,-23.547806,-47.4384847,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",19225934000150.0,assistentedir@hsav.com.br,2062,1.0,0.0,0.0,1.0,1,1,,NAO,46
9128581,3501609128581,35,350160,,ASSOCIACAO BENEFICIENTE SAMARITANO,HOSPITAL SAMARITANO AMERICANA,,,M,,,M ,MUNICIPAL,4,5,13465770,AVENIDA BRASIL,1110,SANTO ANTONIO,19 3471 3450,-22.739,-47.331,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",6209132000104.0,barbara.scavassini@samaritanoamericana.com.br,3999,1.0,1.0,0.0,1.0,1,1,1.0,NAO,0
9131434,3550309131434,35,355030,,PREVENT SENIOR ATENDIMENTO A SAUDE LTDA,HOSPITAL SANCTA MAGGIORE,,,M,,,M ,MUNICIPAL,4,5,1224000,RUA JUAGUARIBE,144,VILA BUARQUE,40859000,-23.541447,-46.6515815,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",10934632003878.0,luciana.tamaoki@preventsenior.com.br,2062,1.0,0.0,0.0,1.0,1,1,,NAO,108
9136754,3507609136754,35,350760,,HOSPITAL SAO PEDRO BRAGANCA LTDA ME,HOSPITAL SAO PEDRO BRAGANCA,,,M,,,M ,MUNICIPAL,4,5,12914500,RUA EUNICE FERRAZ FERNANDES,151,JARDIM DO LAGO,31950850,,,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",15541004000154.0,,2305,1.0,1.0,1.0,1.0,1,1,4.0,NAO,0
9149511,3518809149511,35,351880,,HOSPITAL NEUROCENTER LTDA,HOSPITAL NEUROCENTER,,,M,,,M ,MUNICIPAL,4,5,7021001,RUA OTAVIANO NUNES DA SILVA,223,VILA MOREIRA,1124616161,-23.47288,-46.5403,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",24291004000134.0,administracao@hospitalneurocenter.com.br,2062,1.0,0.0,1.0,1.0,1,1,10.0,NAO,0
9194258,3548809194258,35,354880,,REDE DOR SAO LUIZ S A,HOSPITAL SAO LUIZ SAO CAETANO,,,M,,,M ,MUNICIPAL,4,5,9581110,RUA BARAO DE MAUA,181,SAO JOSE,(11) 3040-1283,-23.6291753,-46.5795327,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",6047087002778.0,licenciamentosp@rededor.com.br,2046,1.0,1.0,1.0,1.0,1,1,,NAO,209
9208127,3503809208127,35,350380,,INSTITUTO MEDIZIN DE SAUDE IMEDIS,INSTITUTO MEDIZIN DE SAUDE IMEDIS,,,M,,,M ,MUNICIPAL,4,5,13169204,RUA ARARAS,641,SITIO NOVO,11 55664454,-22.57589,-47.17792,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",15532870000189.0,carlosmarques@rhegente.com.br,3999,1.0,0.0,1.0,1.0,1,1,1.0,NAO,0
9208887,3547909208887,35,354790,45302130000117.0,MUNICIPIO DE SANTO ANTONIO DA ALEGRIA,HOSPITAL MUNICIPAL DE SANTO ANTONIO DA ALEGRIA,,,M,,,M ,MUNICIPAL,4,5,14390000,RUA NOVE DE JULHO,1290,CENTRO,,-21.09188769,-47.15630293,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,saude@santoantoniodaalegria.sp.gov.br,1244,0.0,0.0,0.0,0.0,1,1,7.0,NAO,0
9255826,3518809255826,35,351880,,NOTRE DAME INTERMEDICA SAUDE S A,HOSPITAL E MATERNIDADE GUARULHOS HAPVIDA,,,M,,,M ,MUNICIPAL,4,5,7090000,TIRADENTES,1015,JARDIM GUARULHOS,11 31552000,-23.4625421,-46.5257149,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",44649812023502.0,FABIO.OLIVEIRA@INTERMEDICA.COM.BR,2054,1.0,1.0,1.0,1.0,1,1,,NAO,69
9267263,3503209267263,35,350320,45276128000110.0,PREFEITURA MUNICIPAL DE ARARAQUARA,UNIDADE DE RETAGUARDA DE URGENCIA E DIAGNOSTICO DO MELHADO,,,M,,,M ,MUNICIPAL,4,5,14807062,EITOR BIM,S/N,VILA MELHADO,,-21.80397385,-48.17092896,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,gabinetesaude@araraquara.sp.gov.br,1244,0.0,0.0,0.0,1.0,1,1,,SIM,23
9297715,3537609297715,35,353760,46578514000120.0,MUNICIPIO DE PERUIBE,MATERNIDADE MUNICIPAL DE PERUIBE,,,M,,,M ,MUNICIPAL,4,5,11770110,RUA ALFREDO GOMES,46,CENTRO,,-24.31803811,-47.00241387,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,,1244,1.0,1.0,1.0,1.0,1,1,,SIM,5
9314172,3521009314172,35,352100,46634085000160.0,MUNICIPIO DE IPERO,HOSPITAL PEDRO TREBBI DE CASTRO,,,M,,,M ,MUNICIPAL,4,5,18560000,AV PAULO ANTUNES MOREIRA,1800,DISTRITO INDUSTRIAL,,,,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,,1244,0.0,0.0,0.0,1.0,1,1,7.0,NAO,0
9329080,3514309329080,35,351430,51814960000126.0,PREFEITURA MUNICIPAL DE DOURADO,HOSPITAL E MATERNIDADE PUBLICO DE DOURADO,,,M,,,M ,MUNICIPAL,4,5,13590019,RUA BARAO DO RIO BRANCO,327,CENTRO,1633451505,-22.11820478,-48.31915855,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,saude@dourado.sp.gov.br,1244,1.0,1.0,1.0,1.0,1,1,,SIM,8
9335951,3547809335951,35,354780,,HOSPITAL DAS ACACIAS SERVICOS MEDICOS ESPECIALIZADOS LTDA,HOSPITAL ACACIAS,,,M,,,M ,MUNICIPAL,4,5,9195310,NATAL,61,SILVEIRA,11 30907037,-23.66560919,-46.51636112,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",35754212000149.0,ADMINISTRACAO@HOSPITALDASACACIAS.COM.BR,2062,1.0,0.0,0.0,1.0,1,1,,NAO,48
